,Unnamed: 0,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
940,940,440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc."
941,941,671779338,Border Bride,Arnette Lamb,1993,Pocket
942,942,515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books
943,943,380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos
944,944,394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf
945,945,1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp
946,946,373245696,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",Lois Faye Dyer,2003,Silhouette
947,947,743201078,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",Sharon Lamb,2002,Free Press
948,948,068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
949,949,553256785,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam
950,950,892967994,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press
951,951,61064505,"Blowtorch Psycho.Com (Bone Chillers, No 18)",Sherry Shahan,1997,Harpercollins Juvenile Books
952,952,1551668785,Final Stand,Helen Myers,2002,Mira
953,953,836230868,Christmas : A Holiday Treasury,Della Rowland,1994,Andrews McMeel Publishing
954,954,381999866,Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library
955,955,380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon
956,956,380752115,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks
957,957,553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam
958,958,446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books
959,959,425166619,Toxin,Robin Cook,1999,Berkley Publishing Group
960,960,061312975X,This Present Darkness,Frank E. Peretti,1999,Sagebrush Bound
961,961,765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books
962,962,590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic
963,963,373037430,Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin
964,964,64472779,All-American Girl,Meg Cabot,2003,HarperTrophy
965,965,553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books
966,966,373750013,"The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)",Cathy Gillen Thacker,2003,Harlequin
967,967,393030342,A Christmas Story,Richard Burton,1991,W W Norton &amp; Co Inc
968,968,553561618,Dark Paradise,TAMI HOAG,1994,Bantam
969,969,312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
970,970,425139069,Somebody Help Me,Beverly Hastings,1993,Berkley Publishing Group
971,971,450029956,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library
972,972,130139165,Introduction to Fire Prevention (5th Edition),James C. Robertson,2000,Pearson Education
973,973,373196741,To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette
974,974,451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book
975,975,140065172,Ordinary People,Judith Guest,1993,Penguin Books
976,976,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
977,977,373123485,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",Sandra Field,2003,Harlequin
978,978,373123108,Sleeping Partners  (Nine to Five),Helen Brooks,2003,Harlequin
979,979,590225170,The Real Mother Goose,Blanche Fisher Wright,1994,Scholastic
980,980,399143165,Toxin,Robin Cook,1998,Putnam Pub Group
981,981,044132231X,Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY)
982,982,425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
983,983,786889705,Two for Texas,James Lee Burke,2000,Hyperion
984,984,312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
985,985,425137945,Greygallows,Barbara Michaels,1993,Berkley Publishing Group
986,986,042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
987,987,425113892,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
988,988,394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
989,989,449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
990,990,014036336X,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books
991,991,375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
992,992,812516826,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
993,993,345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
994,994,679420118,A Dangerous Place: California's Unsettling Fate (Images of America),Marc Reisner,2003,Pantheon Books
995,995,871137380,Black Hawk Down: A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
996,996,741409690,The Burberry Style,Jonathan Pearce,2002,Infinity Publishing.com
997,997,741407213,Heavier Than Air (Balona Books),Jonathan Pearce,2001,Infinity Publishing.com
998,998,759612277,A Little Honesty: Trials and Triumphs of a Prince of Balona,Jonathan Pearce,2001,1stBooks Library
999,999,741402858,The Balona Klongs,Jonathan Pearce,1999,Buy Books on the web.com
1000,1000,1585007366,Sang Froyd (Balona Books),Jonathan Pearce,1999,1stBooks Library
1001,1001,074141127X,The Chocolate Korndog,Jonathan Pearce,2002,Infinity Publishing (PA)
1002,1002,741403471,One Brick Shy,Jonathan Pearce,2000,Infinity Publishing (PA)
1003,1003,741403781,Spring Break,Jonathan Pearce,2000,Infinity Publishing (PA)
1004,1004,741403056,Focusing the Private Eye,Jonathan Pearce,2000,Infinity Publishing (PA)
1005,1005,741405784,A Cuisine of Leftovers,Jonathan Pearce,2000,Infinity Publishing (PA)
1006,1006,741402912,Finding Dad,Jonathan Pearce,1999,Infinity Publishing (PA)
1007,1007,553568760,Natural Causes,Michael Palmer,1995,Bantam Books
1008,1008,034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
1009,1009,140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
1010,1010,140620109,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
1011,1011,375420827,The Art of Travel,Alain de Botton,2002,Pantheon
1012,1012,671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
1013,1013,805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
1014,1014,553211412,Wuthering Heights,Emily Bronte,1983,Bantam
1015,1015,671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
1016,1016,1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books
1017,1017,945397410,Outhouses of Alaska,Harry M. Walker,1996,Epicenter Press
1018,1018,385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
1019,1019,60914653,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
1020,1020,345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
1021,1021,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
1023,1023,375507256,Cloud Atlas : A Novel,DAVID MITCHELL,2004,Random House Trade Paperbacks
1024,1024,60529709,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial
1025,1025,876850867,Post Office,Charles Bukowski,1980,Black Sparrow Books
1026,1026,140274154,On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd
1027,1027,679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
1028,1028,375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
1029,1029,874067391,A Little Princess,Frances Hodgson  Burnett,1996,Pages Publishing Group
1030,1030,590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
1031,1031,451527038,The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics
1032,1032,1590520777,A Life God Rewards for Teens (The Breakthrough Series),Bruce Wilkinson,2002,Multnomah
1033,1033,590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy
1034,1034,975311255,A Temporary New Wife,Malcolm Goodway,2004,AuthorsOmniscient Publishers
1035,1035,743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
1036,1036,553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
1037,1037,553584510,The Survivors Club,LISA GARDNER,2003,Bantam
1038,1038,345341201,Sins of Omission,FERN MICHAELS,1989,Ivy Books
1039,1039,1551662744,White Lies,Linda Howard,1997,Mira
1040,1040,440175623,Random Winds,Belva Plain,1987,Dell
1041,1041,440216842,The Carousel,Belva Plain,1998,Dell
1042,1042,345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
1043,1043,553285653,Grass,Sheri S. Tepper,1990,Spectra Books
1044,1044,394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
1045,1045,60972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial
1046,1046,64401472,Zlateh the Goat and Other Stories,Isaac Bashevis Singer,1984,HarperCollins Publishers
1047,1047,156001942,Winter's Tale,Mark Helprin,1995,Harvest Books
1048,1048,055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books
1049,1049,345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
1050,1050,684801469,Farewell To Arms,Ernest Hemingway,1995,Scribner
1051,1051,393961192,"The American Constitution: Its Origins and Development, Seventh Edition, Volume II",Alfred H. Kelly,1991,W. W. Norton &amp; Company
1052,1052,9997522052,Collected Works of Emile Zola,Emile Zola,2001,Chatto &amp; Windus
1053,1053,872203492,Plato Complete Works,Plato,1997,Hackett Publishing Company
1054,1054,312420145,The Twenty-Seventh City : A Novel (Bestselling Backlist),Jonathan Franzen,2001,Picador
1055,1055,911104542,"Cat (kat), n",B Kliban,1975,Workman Pub. Co
1056,1056,375401318,Breaking Clean,JUDY BLUNT,2002,Knopf
1057,1057,140253602,Felicia's Journey,William Trevor,1996,Penguin Books
1058,1058,671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket
1060,1060,014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books
1061,1061,140077022,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
1062,1062,679732764,Invisible Man,Ralph Ellison,1995,Vintage Books USA
1063,1063,553273604,Of Love and Shadows,Isabel Allende,1988,Bantam Books
1064,1064,553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books
1065,1065,60256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
1066,1066,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
1067,1067,1859671500,Glorious Country: Food Crafts Decorating,Liz Trigg,1995,Natl Book Network
1068,1068,810935627,Loving,Charles Sullivan,1992,Harry N Abrams
1069,1069,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
1070,1070,671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
1071,1071,553268449,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
1072,1072,684844729,STONES FROM THE RIVER,Ursula Hegi,1997,Simon &amp; Schuster
1073,1073,395051649,Clarissa (abridged),Samuel Richardson,1962,Houghton Mifflin Company
1074,1074,375705228,Italian Fever: A Novel,Valerie Martin,2000,Vintage Books USA
1075,1075,038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
1076,1076,835607860,The Illustrated Encyclopedia of Buddhist Wisdom,Gill Farrer-Halls,2000,Quest Books
1077,1077,158574218X,Common Phrases: And Where They Come From,John Mordock,2001,The Lyons Press
1078,1078,806996021,"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp; Miracles",Susan Bowes,1997,Sterling Publishing
1079,1079,440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell
1080,1080,316777730,Naked,David Sedaris,1998,Back Bay Books
1081,1081,375501851,White Teeth,Zadie Smith,2000,Random House
1082,1082,877733759,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
1083,1083,805019367,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,1994,Henry Holt &amp; Company
1084,1084,140070206,Ironweed,William J. Kennedy,1989,Penguin Books
1085,1085,140236589,Swimming in the Volcano: A Novel,Bob Shacochis,1994,Penguin Books
1086,1086,140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
1087,1087,1590520653,The Grace and Truth Paradox: Responding with Christlike Balance,Randy Alcorn,2003,Multnomah
1088,1088,1590521994,The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,Nancy Cobb,2003,Multnomah
1089,1089,3446202218,Kreutzersonate. Eine Liebesgeschichte,Margriet de Moor,2002,Hanser
1090,1090,3499134446,Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb.
1091,1091,067142517X,"HOW TO WIN FRIENDS, REVISED",Dale Carnegie,1981,Simon &amp; Schuster
1092,1092,671726889,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
1093,1093,446601241,Kiss the Girls,James Patterson,1995,Warner Books
1094,1094,451124340,Different Seasons,Stephen King,1983,Penguin Putnam~mass
1095,1095,345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
1096,1096,446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
1097,1097,345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books
1098,1098,679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
1099,1099,440414717,My Life in Dog Years,Gary Paulsen,1999,Yearling Books
1100,1100,689715625,Black Gold,Marguerite Henry,1992,Aladdin
1101,1101,812539389,Red Unicorn (Tor Fantasy),Tanith Lee,1998,Tor Books
1102,1102,152013369,The Silent Storm: Scholastic Edition,Sherry Garland,1996,Harcourt
1103,1103,425124819,Black Rainbow,Barbara Michaels,1994,Berkley Publishing Group
1104,1104,345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
1105,1105,1558747346,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999,Health Communications
1106,1106,373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink
1107,1107,763615382,Chaser: A Novel in E-Mails,Michael J. Rosen,2002,Candlewick Press (MA)
1108,1108,965975401,Cool Women,Dawn Chipman,1997,Girl Press
1109,1109,141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books
1110,1110,068930935X,A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,1982,Atheneum
1111,1111,451523369,"Frankenstein Or, the Modern Prometheus",Mary Wollstonecraft Shelley,1994,Signet Book
1112,1112,786884622,World of Pies : A Novel,Karen Stolz,2001,Hyperion
1113,1113,449005569,Love: A User's Guide,CLARE NAYLOR,1999,Ballantine Books
1114,1114,671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
1115,1115,8885989632,Patapim e patapam (Le formiche),Antonio Albanese,1994,Baldini&amp;Castoldi
1116,1116,786927089,Dragons of Summer Flame,Margaret Weis,2002,Wizards of the Coast
1117,1117,684831058,DANCING AT THE RASCAL FAIR,Ivan Doig,1996,Scribner
1118,1118,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
1119,1119,684819066,"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",Sylvia Nasar,1998,Simon &amp; Schuster
1120,1120,375420673,The Bridegroom: Stories (Great Reads),Ha Jin,2000,Pantheon Books
1121,1121,140368558,Kiss the Dust,Elizabeth Laird,1994,Puffin Books
1122,1122,395353416,"Slippage: Previously Poised, Previously Uncollected Stories",Harlan Ellison,1997,Houghton Mifflin
1123,1123,66211611,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers
1124,1124,312254164,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,David M. Gitlitz,2000,St. Martin's Griffin
1125,1125,3453147243,Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne
1126,1126,3746611229,Der fremde Freund. (Drachenblut).,Christoph Hein,1982,Aufbau Tb
1127,1127,3492229336,Die Meute der Erben.,Gaby Hauptmann,1999,Piper
1128,1128,3453177800,Ein Mann jede Gelegenheit.,Carolyn See,2001,Heyne
1130,1130,3596133319,Helden wie wir.,Thomas Brussig,1998,"Fischer (Tb.), Frankfurt"
1131,1131,3822813397,Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.,Piers Vitebsky,2001,Taschen Verlag
1132,1132,3426871874,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Christopher Weidner,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
1133,1133,3453171977,Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne
1134,1134,3423620005,Sofies Welt. Roman die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv
1135,1135,034537522X,The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),J.R.R. TOLKIEN,1992,Del Rey
1136,1136,345375211,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,Del Rey Books
1137,1137,034545829X,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books
1138,1138,140042520,Dharma Bums,Jack Kerouac,1991,Penguin Books
1139,1139,380789035,American Gods,Neil Gaiman,2002,HarperTorch
1140,1140,446677574,Just Here Trying to Save a Few Lives : Tales of Life and Death from the ER,Pamela Grim,2002,Warner Books
1141,1141,345358791,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books
1142,1142,60964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
1143,1143,380558483,Pigeon,Jay Bennett,1983,Harpercollins Juvenile Books
1144,1144,1558171398,Deadly Sleep,John Applegate,1988,Pinnacle Books
1145,1145,425121046,Demon Night,J. Michael Straczynski,1990,Berkley Pub Group
1146,1146,441317502,Harp and the Blade,John Myers Myers,1985,Ace Books
1147,1147,804102279,"The World, the Flesh and the Devil",Reay Tannahill,1988,Ivy Books
1148,1148,812551389,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",Jack Whyte,1996,Forge
1149,1149,345298985,"One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.)",Stephen R. Donaldson,1982,Ballantine Books
1150,1150,345316991,White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),Stephen R Donaldson,1984,Ballantine Books
1151,1151,034531042X,Wounded Land (Second Chronicles of Thomas Covenant),Stephen R. Donaldson,1981,Del Rey Books
1152,1152,345310306,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)",Stephen R. Donaldson,1979,Del Rey Books
1153,1153,345310292,Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever),Stephen Donaldson,1978,Ballantine Books
1154,1154,034531011X,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One)",Stephen R. Donaldson,1978,Del Rey Books
1155,1155,679734058,Killing Mister Watson,Peter Matthiessen,1991,Vintage Books USA
1156,1156,451130448,Exocet,Jack Higgins,1984,Penguin Putnam~mass
1157,1157,553266500,The Crib,Paul Kent,1987,Bantam Books
1158,1158,440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
1159,1159,345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books
1160,1160,441366945,Imaginary Lands,Robin McKinley,1985,Ace Books
1161,1161,553574833,So That Others May Live: Caroline Hebard &amp; Her Search-And-Rescue Dogs,Hank Whittemore,1996,Bantam Books
1162,1162,915950839,How to Get Your Kid to Eat but Not Too Much,Ellyn Satter,1987,Bull Publishing Company
1163,1163,60242388,Shape Changer,Bill Brittain,1994,Harpercollins Juvenile Books
1164,1164,452265347,The Piano Lesson (Plume Drama),August Wilson,1990,Plume Books
1165,1165,743457943,Trading Places,Fern Michaels,2003,Pocket Star
1166,1166,373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
1167,1167,553205757,Housekeeping,Marilynn Robinson,1982,Bantam Books
1168,1168,60171510,A Feather on the Breath of God: A Novel,Sigrid Nunez,1995,HarperCollins Publishers
1169,1169,312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,2002,Picador
1170,1170,786000988,Highland Fling,Amanda Scott,1995,Pinnacle Books
1171,1171,380789019,Neverwhere,Neil Gaiman,1998,Avon
1172,1172,451135989,French Lieutenant Woman,John Fowles,1981,Penguin Putnam~mass
1173,1173,380018179,The Thorn Birds,Colleen McCullough,1978,Avon
1174,1174,679004785,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",Christopher Catling,2000,Fodor's
1175,1175,684825821,On Her Own Ground : The Life and Times of Madam C.J. Walker,A'Lelia Bundles,2001,Scribner
1176,1176,517395754,Four Complete Lord Peter Wimsey Novels,Dorothy L. Sayers,1982,Random House Value Publishing
1177,1177,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket
1178,1178,679457313,The God of Small Things,Arundhati Roy,1997,Random House Inc
1179,1179,394557433,Gift From The Sea,Anne Morrow Lindbergh,1986,Pantheon Books
1180,1180,553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam
1181,1181,312169787,The Red Tent : A Novel,Anita Diamant,1997,St. Martin's Press
1182,1182,942257324,The Earth House,Jeanne Duprau,1992,New Chapter Press
1183,1183,805008950,Tracks,Louise Erdrich,1988,Smithmark Pub
1184,1184,786866276,Mother of Pearl,Melinda Haynes,1999,Hyperion
1185,1185,151000638,Baba: A Return to China upon My Father's Shoulders,Belle Yang,1994,Harcourt
1186,1186,140266771,Larry's Party,Carol Shields,1998,Penguin Books
1187,1187,015644450X,In Love &amp; Trouble: Stories of Black Women,Alice Walker,1974,Harvest Books
1188,1188,679723420,Pale Fire: A Novel (Vintage International),Vladimir Vladimirovich Nabokov,1989,Vintage Books USA
1189,1189,441004016,The Anubis Gates,Tim Powers,1997,Ace Books
1190,1190,671500546,The Vulcan Academy Murders,Jean Lorrah,1984,Star Trek
1192,1192,460878263,Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,1997,Everyman Paperback Classics
1193,1193,3257061269,Der Alchimist.,Paulo Coelho,2003,"Diogenes Verlag, ZÃ?Â¼rich"
1194,1194,3453210999,Das Lied der alten Steine.,Barbara Erskine,2002,Heyne
1195,1195,3404126661,"Suche Hose, biete Rock.",Annegrit Arens,1997,LÃ?Â¼bbe
1196,1196,3453177622,Zeit im Wind.,Nicholas Sparks,2000,Heyne
1197,1197,3453863593,Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,2003,Heyne
1198,1198,3499108518,Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.
1199,1199,3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974,Suhrkamp
1200,1200,3453199766,Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne
1201,1201,3746670144,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag
1202,1202,3453088433,Das Druidentor.,Wolfgang Hohlbein,2002,Heyne
1203,1203,425137015,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,1997,Berkley Publishing Group
1204,1204,553572490,Vice,Jane Feather,1996,Bantam
1205,1205,553576976,West of Dodge,LOUIS L'AMOUR,1997,Bantam
1206,1206,451450604,The Union Forever (Lost Regiment (Numbered)),William Forstchen,1997,Roc
1207,1207,441001335,The Callahan Touch,Spider Robinson,1996,Ace Books
1208,1208,451454677,Caverns of Socrates,Dennis L. McKiernan,1996,Roc
1209,1209,373257074,"Between The Sheets (Harlequin Temptation, No 607)",Mallory Rush,1996,Harlequin
1210,1210,441435351,Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,1990,Ace Books
1211,1211,373092237,Black Knight,Carole Halston,1985,Silhouette
1212,1212,373057296,"Midsummer Madness (Silhouette Desire, No 729)",Christine Rimmer,1992,Silhouette
1213,1213,373058446,"Hand Of An Angel (Silhouette Desire, No 844)",BJ James,1994,Silhouette
1214,1214,349103232,The crow road,Iain Banks,1993,Abacus
1215,1215,571197779,Life Is Elsewhere,Milan Kundera,2000,Faber &amp; Faber
1216,1216,679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA
1218,1218,785268480,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,2000,Nelson Books
1219,1219,014044503X,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books
1220,1220,851707777,"Metropolis (Bfi Film Classics, 54)",Thomas Elsaesser,2000,British Film Institute
1221,1221,6276199,Alien at St Wilfred's,Adrian Plass,1999,Zondervan
1222,1222,551031123,Why I Follow Jesus,Adrian Plass,2000,Zondervan Publishing Company
1223,1223,551030682,"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",Adrian Plass,1997,Zondervan
1224,1224,551032510,Colours of Survival,Adrian Plass,2000,Zondervan
1226,1226,140431268,Far from the Madding Crowd (Penguin Classics),Thomas Hardy,1989,Penguin Books
1228,1228,486265862,Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,Stephen Quirke,1991,Dover Publications
1229,1229,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,Pocket
1230,1230,876855575,Ham on Rye,Charles Bukowski,1982,Ecco
1231,1231,330376136,Once,James Herbert,2002,Pan
1232,1232,140272658,Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd
1233,1233,3407780028,"Oh, wie ist Panama",Janosch,2001,Beltz
1234,1234,3407780117,"Komm, wir finden einen Schatz",Janosch,2001,Beltz
1235,1235,3257250398,Konig Babar,Jean de Brunhoff,1920,Not Avail
1236,1236,3257250053,Die Geschichte Von Babar,Jean de Brunhoff,1920,Diogenes
1237,1237,3257250460,Serafin und seine Wundermaschine.,Philippe Fix,1999,Diogenes
1238,1238,3442435951,Ich schenk Dir meinen Mann.,Claudia Keller,1997,Goldmann
1239,1239,3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann
1240,1240,3608919724,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,1999,Klett-Cotta
1241,1241,3453132262,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,1997,Heyne
1242,1242,379411664X,Was ist das?,Virginia Allen Jensen,1993,SauerlÃ?Â¤nder
1243,1243,340780573X,Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz
1244,1244,3407805853,Das Leben der Thiere,Janosch,1991,Beltz
1245,1245,385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
1246,1246,385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor
1247,1247,972948503,Gifted Trust,John Paul Allen,2003,Biting Dog Publications
