,User-ID,ISBN,Book-Rating
141316,86392,1880418568,10
141317,86392,1880418592,10
141415,86465,044023722X,7
141432,86488,1880418568,10
141520,86583,3453061187,8
141627,86680,044023722X,5
141640,86683,8445070339,10
141642,86683,8445070703,9
141662,86720,034539657X,7
141845,86849,043935806X,8
141909,86932,155874262X,6
141910,86932,1558743324,5
142067,86969,067100042X,7
142100,87036,3453136411,9
142105,87037,1551664739,7
142121,87051,1558745157,9
142136,87095,1558743669,7
142165,87114,1400031354,10
142166,87114,1400034779,10
142292,87141,042515601X,7
142395,87141,059035342X,10
142701,87302,1841954667,10
142792,87424,082176828X,8
142899,87549,1551668432,9
142930,87555,034538475X,3
143297,87712,1558745157,10
143298,87712,1558746153,10
143308,87729,059035342X,9
143323,87742,1573225517,9
143343,87776,8420672548,9
143403,87872,8484509125,7
143417,87900,044023722X,7
143454,87911,1558744630,6
143469,87929,044651652X,9
143525,87938,043935806X,8
143529,87938,059035342X,8
143583,87949,1558745157,10
143599,87964,006102063X,8
143672,87964,155874262X,5
143673,87964,1558746161,5
143735,88029,034540288X,7
143781,88099,9500718863,9
143784,88099,9504906354,8
143986,88232,880781000X,9
144075,88283,014062080X,8
144142,88283,074347712X,9
144205,88299,038056176X,1
144324,88412,067102423X,8
144335,88412,1853260118,10
144377,88435,043935806X,10
144384,88435,059035342X,10
144386,88435,059044333X,8
144439,88493,042515601X,9
144462,88565,044651747X,9
144567,88652,037542217X,10
144592,88652,1400031354,10
144593,88652,1400031362,10
144646,88677,037319000X,8
144682,88677,037351039X,5
144861,88677,1551660768,8
144867,88677,155166674X,8
144997,88693,051513628X,8
145062,88693,1400031354,9
145067,88693,3518045873,8
145226,88733,043935806X,8
145297,88733,059035342X,10
145556,88755,006019491X,8
145646,88793,1400031354,10
145647,88793,1400031362,10
145649,88793,1400034779,10
145673,88812,059035342X,9
145833,88993,042515601X,7
145844,88993,067163951X,8
145880,89029,068487217X,10
145918,89074,059035342X,10
146184,89207,3499139960,7
146185,89207,3499153629,10
146218,89266,3453021347,6
146219,89266,3453023099,6
146225,89278,3453151658,5
146234,89306,043935806X,9
146298,89307,155166674X,7
146351,89361,1400031354,10
146438,89475,1558744592,7
146439,89475,1558745432,7
146440,89475,1558747028,7
146552,89558,846630259X,8
146820,89602,1400031354,8
146821,89602,1400031362,7
146823,89602,1400034779,8
146832,89602,1573229326,5
147298,89911,1558745157,9
147347,89991,044651652X,10
147381,90049,044023722X,5
147404,90049,1880418568,9
147453,90105,2253049417,6
147523,90146,155166903X,5
147547,90174,043935806X,7
147553,90174,067187599X,10
147586,90198,034538475X,9
147609,90198,1853260150,8
147672,90232,2253139971,8
147674,90232,2253145068,9
147685,90232,2266032119,8
147686,90232,2266064061,6
147756,90277,2290315095,8
147830,90334,082177364X,6
147921,90431,059035342X,10
147997,90491,1853260002,9
148097,90626,2702413382,7
148120,90646,068484267X,7
148256,90736,043935806X,8
148268,90743,1566192951,10
148510,90952,8817123749,9
148606,91017,067103264X,7
148610,91020,034536676X,5
148698,91058,051513628X,8
148710,91058,1400031354,9
148711,91058,1400031362,9
148768,91103,044651652X,6
148921,91113,1573229326,9
148975,91130,1558742913,6
149038,91184,043935806X,7
149133,91223,1556618123,7
149246,91342,037348397X,8
149271,91342,051513628X,8
149281,91342,155874262X,10
149282,91342,1558749705,10
149298,91388,1558743669,10
149316,91423,042506803X,10
149340,91425,1573228583,7
149345,91428,034536676X,8
149412,91491,042515601X,6
149447,91553,074320607X,6
149584,91634,044023722X,10
149989,92079,1853260150,7
150061,92152,1400034779,10
150159,92278,044023722X,10
150602,92571,8495354446,8
150741,92652,1558744290,5
150742,92652,1558746463,5
150781,92659,185326010X,10
150806,92678,1551665956,7
150822,92693,3423071516,10
150849,92733,044023722X,7
150986,92810,059035342X,7
151032,92810,1558747524,7
151169,92861,1573228583,9
151289,92979,044651652X,1
151332,93018,057506885X,10
151336,93018,8401479460,6
151347,93025,059035342X,7
151384,93034,2070370291,7
151415,93046,1400034779,8
151449,93047,006102063X,7
152023,93092,1558743316,10
152025,93092,1558749780,10
152096,93137,8440665881,8
152121,93144,3442430534,9
152122,93144,3442434009,9
152198,93179,044023722X,10
152330,93303,1880418568,10
152494,93363,1558747699,6
153145,93636,034538475X,8
153148,93636,038056176X,7
153223,93698,1573229326,8
153301,93755,8445071416,9
153396,93868,1551669307,8
153569,94120,042511984X,8
153626,94173,1558746986,10
153740,94242,1557094985,5
154332,94376,068484267X,9
154414,94485,059035342X,10
154444,94494,1558747109,8
154466,94519,044023722X,5
154470,94519,067102423X,5
154520,94549,043935806X,10
154732,94772,037542217X,9
154771,94781,1901881423,8
154772,94781,1901881520,8
154790,94787,043935806X,9
154916,94853,014031492X,8
155112,94853,155874262X,9
155142,94853,1880418568,10
155157,94861,3442723078,4
155175,94870,8401341744,6
155222,94923,037541620X,5
155283,94931,034540288X,5
155303,94951,006001315X,10
155525,94985,044651652X,7
155534,94985,046087294X,10
155595,94985,8445071408,8
155596,94985,8445071416,8
155597,94985,8445071769,8
155761,95024,1558745033,10
155774,95025,034545328X,8
155866,95098,3442442532,6
155885,95128,1400034779,7
155894,95141,3453123840,10
155895,95141,3453123859,10
155943,95173,1400031354,8
155944,95173,1400034779,10
155995,95226,155874262X,10
155996,95226,1558743790,10
155997,95226,1558744592,10
155998,95226,1558745432,10
156148,95301,1558744630,10
156149,95301,1558746161,10
156151,95301,1853260797,10
156409,95359,014071409X,8
156577,95359,042513525X,8
156585,95359,043935806X,10
156916,95359,1400031354,9
156940,95359,1853260150,10
156941,95359,1853260290,9
157198,95554,1573225517,8
157321,95707,034545328X,10
157359,95741,038542471X,8
157444,95902,8401461812,6
157478,95902,8427285450,6
157479,95902,8427285493,6
157555,95902,844065944X,6
157655,95902,8483070588,5
157860,95921,1558744606,6
157891,95923,059035342X,8
158101,95991,042509961X,7
158160,95991,1400031346,9
158161,95991,1400031354,8
158162,95991,1400031362,8
158173,95995,3257211945,10
158210,96048,3453179609,8
158402,96335,034529873X,5
158635,96448,014034294X,10
158648,96448,034540288X,7
158713,96448,059043568X,5
158740,96448,059050391X,6
158786,96448,1569871183,7
158860,96474,042511984X,5
158892,96493,042513525X,4
158988,96554,1573225517,8
158993,96554,8401495423,8
159138,96744,042506803X,8
159165,96744,8408012428,10
159173,96744,8440676093,10
159174,96744,8445071416,10
159193,96771,059039990X,8
159195,96771,059049449X,9
159230,96794,3404130359,9
159462,97007,034540047X,7
159486,97050,1853262323,4
159514,97122,048640062X,5
159600,97198,1551666138,10
159683,97290,043935806X,10
159689,97290,044809536X,9
159803,97324,8484036383,8
159805,97324,9500720426,9
159956,97587,051513628X,9
160130,97754,038542471X,6
160534,97945,059035342X,9
160646,98026,067102423X,8
160671,98075,006019491X,6
160692,98120,034536676X,5
160745,98202,3453073398,8
160767,98230,039914563X,10
160857,98263,1400034779,10
160878,98290,1551111314,2
160937,98316,1551668300,9
160943,98320,155874262X,7
160985,98344,067103944X,4
161090,98391,006001315X,10
163228,98391,039915079X,9
164335,98391,051513287X,9
164380,98391,051513628X,10
164779,98391,074320607X,10
165033,98391,074345779X,8
165273,98391,075820440X,8
166267,98391,1551666901,9
166269,98391,1551666928,9
166301,98391,1551667363,10
166312,98391,1551668114,9
166321,98391,1551668300,8
166328,98391,1551668416,8
166330,98391,1551668432,8
166343,98391,1551668769,8
166372,98391,1551669293,8
166380,98391,1551669447,8
166454,98391,1575667622,8
166750,98391,1880418568,10
166751,98391,1880418592,9
166753,98391,1885173997,9
166909,98428,8466302360,8
166910,98428,8466305084,8
166915,98428,8495501457,8
166999,98474,1558746099,5
167003,98484,034528643X,7
167185,98620,006019491X,7
167210,98628,1558745157,6
167474,98723,1573229571,7
167525,98745,1551668912,5
167610,98758,051737997X,9
167677,98768,3257224915,7
167689,98783,034538475X,8
167745,98787,034536676X,8
167779,98787,1400031354,9
167838,98861,1566192951,10
167882,98890,1573227331,8
167914,98904,043935806X,5
167955,98904,068484267X,10
168064,98950,1558743669,7
168452,99298,155874262X,10
168557,99337,044023722X,5
168587,99347,155874424X,10
168699,99441,059008562X,10
168794,99528,1853040428,8
168795,99528,1853041041,8
168796,99528,185304105X,8
168797,99528,1853041912,8
168798,99528,1853049077,8
168944,99720,043935806X,9
168951,99720,059035342X,9
169010,99832,068484267X,8
169152,99955,1558744630,2
169189,99996,044023722X,8
169210,99996,1853260290,7
169222,100004,059035342X,10
169297,100067,1400034779,7
169477,100227,043935806X,10
169484,100227,059035342X,10
169521,100256,044651652X,10
169547,100264,044023722X,5
169642,100354,059035342X,10
169983,100578,019283990X,9
170018,100579,067102423X,10
170027,100590,1573229326,8
170109,100644,3426612704,9
170114,100644,3442416256,9
170280,100786,1558743669,8
170382,100846,059035342X,8
170416,100852,006095129X,4
170417,100852,038082101X,7
170626,100906,043935806X,7
170682,100906,046087246X,10
170912,100906,1568650515,8
170931,100906,1880448483,7
170975,100964,1556619529,5
171060,101081,1558749209,8
171144,101091,1400031354,10
171225,101191,3453864867,5
171308,101209,043935806X,5
171413,101209,1556613628,8
171415,101209,1558744673,8
171416,101209,1558745041,5
171417,101209,1558747109,5
171481,101242,014034294X,10
171655,101336,044651652X,8
171745,101505,1573229326,5
171866,101550,8427202644,9
172008,101606,034538475X,7
172119,101606,1573225517,9
172122,101606,1573229326,7
172123,101606,1573229571,9
172178,101620,044023722X,10
172184,101620,075923843X,7
172233,101672,044023722X,7
172247,101684,059035342X,6
172496,101851,038542471X,8
172520,101851,043935806X,10
172574,101851,059035342X,10
173040,101874,082177462X,8
173042,101874,1551669293,5
173052,101876,014004891X,8
173090,101876,044651652X,8
173130,101876,068484267X,10
173315,102129,044023722X,9
173426,102158,3257224451,8
173919,102375,1853260126,8
174101,102564,082176828X,5
174115,102571,155874262X,5
174239,102647,043935806X,9
174492,102702,051513399X,10
174505,102702,059035342X,10
174610,102705,1558747028,10
174654,102760,044651652X,8
174685,102801,1558744592,10
174735,102891,059035342X,10
174736,102891,059045370X,8
174773,102938,1558744029,9
174847,102967,038082101X,7
174918,102967,068484267X,9
175112,103217,3453039025,6
175113,103217,3453058348,7
175117,103225,1573227331,7
175173,103315,1558744150,8
175201,103336,044651652X,6
175283,103467,1573229571,5
175294,103489,034540288X,8
175343,103541,043935806X,9
175353,103541,059035342X,8
175358,103541,3404130014,8
175359,103541,3404130081,9
175360,103541,3404130359,7
175362,103541,3404203518,6
175374,103541,3442415519,10
175375,103541,3442415578,9
175377,103541,3442415896,9
175378,103541,3442415934,9
175379,103541,3442415993,10
175380,103541,3442416256,10
175381,103541,3442416310,10
175384,103541,3442426332,9
175385,103541,3442426340,8
175386,103541,3442430488,9
175387,103541,3442432634,7
175390,103541,3442454069,8
175392,103541,3453034503,6
175393,103541,3453061187,8
175395,103541,3453071174,8
175396,103541,345307565X,7
175399,103541,345308909X,7
175400,103541,345308974X,7
175414,103541,3453123859,9
175416,103541,3453126777,9
175417,103541,3453127013,8
175419,103541,3453147596,8
175421,103541,3453173309,9
175422,103541,3453861744,9
175606,103828,1558743669,9
175670,103922,1583755497,5
175793,104058,1558746986,10
175794,104058,155874875X,10
175865,104111,844065880X,8
175965,104125,068484267X,10
175967,104125,1573229326,6
175968,104125,1573229571,10
175973,104139,1594130000,8
176043,104144,155166674X,9
176219,104231,3453025237,8
176255,104243,073941738X,6
176298,104278,037321880X,10
176372,104284,1857026012,8
176407,104311,1573229571,9
176429,104334,1400034779,8
176461,104362,043935806X,6
176575,104399,067102423X,10
176748,104429,1558743669,8
177215,104636,051513628X,9
177257,104636,059035342X,10
177261,104636,067100042X,8
177368,104636,1558743669,9
177369,104636,1558744150,5
177370,104636,155874424X,9
177371,104636,1558745718,9
177374,104636,1558746986,9
177375,104636,1558747028,9
177376,104636,1558747060,9
177377,104636,1558747109,9
177378,104636,1558749780,10
177428,104658,067100042X,8
177457,104665,042513525X,7
177467,104665,044023722X,8
177472,104665,044651652X,8
177489,104665,059035342X,9
177619,104812,043935806X,6
177734,104936,8401341507,8
177746,104943,3518381768,6
177872,105028,059035342X,8
177906,105028,1853260126,8
177973,105058,034540288X,7
178005,105068,059035342X,10
178120,105116,3426612704,2
178131,105128,059045367X,8
178140,105137,1400034779,9
178166,105175,3502517738,6
178192,105187,2226093257,5
178304,105221,043935806X,10
178355,105243,038082101X,5
178379,105263,059035342X,10
178472,105358,044651652X,3
178477,105360,044651747X,4
178559,105374,1558743669,6
178563,105374,1841350656,8
178654,105476,8445071416,8
178655,105476,8445071769,9
178656,105476,8445071777,9
178715,105517,034536743X,8
178749,105517,043935806X,4
178869,105517,1558742913,7
178870,105517,1558743316,7
178871,105517,1558743790,7
178872,105517,1558744029,7
178873,105517,1558744150,7
178874,105517,1558744592,7
178875,105517,1558745432,7
178876,105517,1558745629,7
178877,105517,1558745718,8
178878,105517,1558747109,9
178879,105517,1558749217,7
178885,105517,185326895X,7
178890,105526,3453147103,8
178930,105536,1593080255,9
179015,105618,2253049417,9
179036,105627,1853260002,10
179076,105676,8484503119,8
179188,105760,1558745718,8
179224,105795,8420444383,8
179231,105795,8420646040,5
179280,105795,8433920472,10
179308,105795,8445071513,10
179343,105813,059049449X,4
179352,105813,067174108X,10
179369,105840,8445071416,7
179438,105937,034540288X,9
179589,105979,039914563X,6
179820,106007,1853260282,7
179821,106009,044023722X,5
179873,106035,3453124499,2
180030,106198,1556613628,8
180092,106225,044023722X,9
180109,106225,067170463X,8
180131,106225,1573229571,8
180346,106398,044023722X,5
180495,106614,1400034779,8
180554,106742,3453168798,8
180598,106777,058252721X,5
180626,106816,044651652X,7
180681,106846,038082101X,7
180730,106849,067102423X,10
180875,106954,2702413870,7
181104,107109,034540288X,5
181128,107170,3462027379,4
181134,107187,1853260002,5
181218,107244,1853260169,9
181297,107288,155874262X,5
181483,107414,8401341507,8
181701,107645,8426109772,1
181702,107645,8426109942,1
181704,107645,8426155197,1
181718,107645,8445070320,10
181742,107649,155874424X,6
181796,107718,1573229326,6
181922,107784,034538475X,5
181985,107784,037348254X,5
182208,107784,059035342X,5
182444,107865,1551668416,10
182481,107899,8466609016,7
182584,107951,059035342X,7
182620,107951,155994675X,10
182770,107951,3551553068,8
182771,107951,3551553076,8
182779,107951,3596102871,8
182782,107951,3596137306,8
182937,108023,1853260436,8
182963,108104,1551666901,7
182991,108132,1551668300,7
183071,108182,051513287X,8
183160,108243,043935806X,10
183445,108352,185326203X,8
183451,108362,034539092X,5
183482,108392,044651652X,8
183507,108405,037348397X,8
183535,108405,051513287X,5
183617,108480,051511779X,8
183622,108480,051513628X,8
183802,108685,1853260118,10
183910,108763,1558743669,10
183914,108773,006019491X,10
183984,108774,044023722X,7
184071,108832,044023722X,7
184189,109013,044651652X,10
184225,109040,2070528189,7
184233,109040,2253048852,9
184251,109049,1558744150,5
184252,109049,1558747117,5
184307,109107,1558746161,7
184308,109107,1558747613,5
184363,109159,1558743669,8
184554,109357,1573229571,9
184616,109405,3453024370,8
184618,109405,345309199X,8
184627,109412,059035342X,9
184659,109427,051512608X,4
184668,109427,1551660504,6
184811,109519,051512608X,8
184915,109574,044651652X,10
185030,109574,1558749330,7
185031,109574,1558749748,8
185361,109899,051512608X,7
185363,109899,051513287X,6
185382,109901,014017737X,8
185473,109901,1880418568,10
185622,109955,5556053901,9
185650,110019,155874262X,2
185710,110029,1400031354,10
185864,110112,1573229326,5
185902,110165,059035342X,10
185989,110227,155874262X,8
186061,110280,1575665727,5
186109,110320,1573227331,9
186163,110361,1573229326,5
186243,110373,155874262X,8
186244,110373,1558743324,7
186311,110440,044651652X,3
186342,110459,155166674X,9
186541,110483,1568656203,10
186608,110584,1551662922,10
186660,110661,044023722X,7
186678,110700,034540288X,10
186767,110786,1558749209,8
186811,110840,3895080985,7
187004,110912,1400031354,10
187005,110912,1400031362,10
187006,110912,1400034779,10
187103,110934,034540047X,8
187123,110934,042513024X,7
187238,110934,1400031354,9
187239,110934,1400031362,9
187240,110934,1400034779,9
187246,110934,1573229326,8
187562,110988,1556619340,7
187563,110988,156895963X,7
187672,111133,068484267X,10
187681,111133,1558745718,8
187701,111166,043935806X,10
187870,111245,1853260150,5
187883,111261,051513287X,8
187910,111286,082177462X,5
188042,111495,1853260002,10
188043,111495,1853260282,10
188062,111536,044023722X,1
188184,111635,051513287X,10
188204,111637,1400031362,8
188207,111637,1400034779,7
188263,111731,059035342X,10
188271,111733,051513287X,10
188315,111749,1558743790,7
188419,111847,067102423X,10
188474,111933,042513525X,7
188499,111944,034530456X,7
188577,111947,034538475X,5
188617,111947,155874424X,10
188764,112001,044023722X,9
188921,112001,155166013X,8
188925,112001,155661683X,10
188927,112001,1558744150,10
188928,112001,1558745017,10
188980,112026,1558745157,9
189104,112088,1400034779,6
189231,112173,042510107X,5
189341,112298,1573229571,9
189512,112507,068484267X,9
189664,112598,059035342X,8
189824,112761,1551669501,10
189831,112765,044651652X,10
189963,112897,1593080204,9
190060,112953,1573225517,9
190062,112953,1573227331,7
190063,112953,1573228583,10
190080,112979,051512608X,3
190133,113030,034536676X,10
190197,113096,1400034779,7
190385,113270,1400031354,8
190386,113270,1400034779,8
190479,113325,044023722X,9
190518,113334,067102423X,7
190566,113378,1573225517,5
190614,113435,1400031346,6
190619,113441,038082101X,7
190660,113479,1573229326,7
190768,113519,068487217X,9
190795,113519,155874262X,9
190796,113519,1558743316,7
190831,113531,044023722X,8
190885,113588,2253029343,6
190898,113608,3404131509,8
190905,113612,3257224451,8
190936,113630,044023722X,8
190969,113657,1558743669,6
191244,113926,034540047X,8
191315,113955,042516991X,8
191490,113983,155874262X,5
191667,114146,059035342X,5
191799,114200,051512317X,9
191808,114203,2070524558,10
192011,114304,1558743669,1
192021,114306,1573225517,9
192022,114306,1573227331,9
192030,114337,014118552X,9
192046,114365,006019491X,8
192105,114368,034538475X,5
192136,114368,037308529X,5
192187,114368,037348285X,10
192199,114368,037348397X,10
192213,114368,037351011X,10
192344,114368,038542471X,10
192464,114368,051511779X,10
192468,114368,051512608X,10
192473,114368,051512947X,10
192479,114368,051513287X,10
192484,114368,051513628X,5
192639,114368,1551660504,10
192640,114368,1551660598,10
192644,114368,155166321X,10
192739,114414,051511779X,5
192782,114444,034536676X,7
192783,114444,034538475X,7
192795,114444,042513525X,6
192847,114446,043935806X,10
192882,114452,034536676X,7
192886,114452,1573227331,7
192915,114498,059035342X,10
192964,114544,038082101X,9
192981,114544,044023722X,7
192990,114544,051513628X,6
193011,114544,1558743669,7
193012,114544,1558745157,7
193056,114581,059035342X,7
193141,114634,034538475X,9
193189,114659,1558746099,5
193261,114722,038542471X,10
193624,114868,044809505X,10
193633,114868,044809519X,10
193634,114868,044809522X,10
193639,114868,044809553X,10
193789,114937,1556611188,10
193790,114937,1556611536,10
194011,114988,1400031354,7
194012,114988,1400031362,8
194014,114988,1400034779,7
194107,115002,051511779X,10
194220,115003,038082101X,8
194338,115003,1400031354,9
194478,115162,1573229571,10
194485,115180,034538475X,6
194518,115224,067102423X,8
194576,115330,034536676X,8
194732,115473,1558745432,9
194837,115536,059035342X,10
194873,115537,1558744401,6
194947,115572,043935806X,10
195008,115589,3453129393,5
195099,115690,1558744630,7
195134,115692,039915079X,6
195178,115700,1573225517,8
195183,115707,044651747X,6
195219,115754,1558744150,8
195326,115874,039914627X,9
195344,115896,044651652X,8
195373,115929,037321801X,9
195408,115929,1551665247,9
195411,115929,1551669587,9
195421,115942,1558742913,5
195543,116005,1853260045,10
195555,116006,3426615355,10
195566,116006,345309199X,8
195570,116006,345321093X,10
195640,116063,059035342X,8
195669,116095,059035342X,9
195680,116113,044651652X,8
196031,116395,068484267X,8
196158,116543,038082101X,5
196315,116599,051511779X,8
196423,116705,059035342X,5
196428,116713,067169863X,6
196524,116769,034536676X,7
196546,116800,044023722X,8
196584,116840,083760463X,10
196660,116866,1400034779,9
196670,116876,068484267X,8
196698,116904,043935806X,10
196726,116931,006019491X,8
196748,116931,1853260150,8
196858,117111,068484267X,9
196864,117112,1573229326,8
196913,117132,051513399X,8
196967,117173,068487217X,7
197015,117241,2266115499,5
197083,117251,1573229326,10
197119,117306,039914563X,10
197121,117308,068484267X,10
197194,117384,044651747X,7
197319,117456,1573227331,8
197492,117652,043935806X,6
197608,117824,059035342X,8
197667,117873,044023722X,8
197823,118079,8877827033,8
197831,118096,8466301569,7
198037,118299,8427200153,5
198080,118333,044809522X,10
198150,118404,044023722X,8
198209,118434,1558743669,6
198370,118543,059035342X,8
198519,118677,155874262X,10
198520,118677,1558745017,10
198683,118910,042513525X,8
198712,118955,042510107X,10
198823,119115,8408048945,7
198824,119115,8408048953,7
198928,119248,059045367X,8
198929,119248,059045370X,7
198950,119271,1558745157,6
198955,119274,059035342X,10
198975,119319,1853262323,8
198980,119326,014043187X,9
199084,119413,1558745017,7
199100,119439,3423071516,7
199101,119439,3499205874,5
199105,119446,051513287X,10
199144,119505,006102063X,8
199226,119575,034538475X,5
199243,119575,044651652X,5
199251,119575,044809505X,10
199281,119575,1551669293,9
199283,119575,1558749780,9
199673,119833,1853260185,10
200063,120155,059035342X,9
200168,120332,044023722X,8
200233,120396,039914563X,7
200305,120476,1573229326,6
200374,120548,840801997X,7
200375,120548,8408021915,7
200376,120548,8408024485,8
200395,120548,8484034135,10
200867,120740,043935806X,9
200878,120765,019282760X,7
200897,120782,044651652X,9
200963,120831,014017737X,7
201020,120892,059035342X,7
201031,120892,3453124499,9
201122,120967,067102423X,8
201297,121138,044023722X,3
201399,121170,068487217X,9
201419,121170,1573227331,9
201420,121170,1573229326,7
201421,121170,1573229571,9
201461,121200,1573227331,8
201692,121405,051513287X,9
201786,121545,059035342X,10
201814,121561,059035342X,10
201964,121667,2070419789,6
202029,121726,2070370291,9
202066,121817,044651652X,7
202109,121892,1573229326,10
202124,121920,155166674X,7
202222,122014,038542471X,8
202279,122037,3829050372,9
202336,122086,067170463X,8
202351,122105,225317176X,7
202592,122429,044023722X,3
202724,122440,044023722X,8
202832,122607,014034294X,10
202853,122625,3453186818,8
202876,122655,3453189949,5
202914,122694,1558748008,8
202924,122716,037348397X,9
202967,122716,059035342X,9
202981,122738,059045370X,4
202987,122741,019282760X,7
203174,122793,1558744150,8
203175,122793,1558744606,10
203239,122867,1400031354,10
203240,122867,1400034779,10
203353,122919,1558745157,8
203400,123015,1400034779,8
203553,123094,034538475X,8
203676,123095,042513525X,9
203719,123095,155874424X,8
203720,123095,1573229326,8
203825,123160,1558744150,9
203834,123186,044651652X,7
203961,123257,043935806X,10
204150,123460,034540288X,5
204391,123544,083760463X,7
204409,123567,1400031354,8
204594,123608,059048348X,8
204596,123608,059048351X,6
204835,123744,1558745718,6
204942,123825,034536676X,7
205031,123883,006108185X,5
205087,123883,037348397X,5
205265,123883,051511779X,5
205276,123883,051512317X,5
205280,123883,051512608X,5
205285,123883,051512947X,5
205289,123883,051513287X,5
205291,123883,051513628X,5
205398,123883,068487217X,5
205447,123883,1551660202,5
205448,123883,1551660504,5
205449,123883,1551660598,5
205450,123883,1551662604,5
205456,123883,1551668300,5
205461,123883,1551669129,5
205465,123883,1558744630,5
205468,123883,1566192951,5
205770,124048,1558744606,8
205771,124048,1558747060,8
205829,124078,059035342X,10
205884,124078,185326010X,10
205915,124079,059042503X,7
206007,124200,034530456X,7
206013,124202,3453127013,5
206279,124414,034540288X,6
206518,124597,043935806X,8
206586,124617,2290315095,7
206696,124717,043935806X,10
206711,124720,038542471X,8
206815,124789,3499150425,8
206992,124876,1880418568,10
207080,124946,006019491X,7
207149,124989,051513287X,10
207155,124989,1551660504,10
207232,125031,1400034779,7
207350,125060,044651652X,9
207457,125171,155874262X,7
207458,125171,1558744150,7
207502,125203,1558744630,10
207503,125203,1558746161,9
207504,125203,1558748040,6
207513,125203,2070360377,9
207525,125203,2070528189,9
207541,125203,2253054747,6
207574,125216,044651652X,9
207591,125217,1558744630,8
207597,125224,3404139585,7
207639,125256,1573227331,9
207675,125276,3608932453,8
207758,125303,059035342X,10
207778,125323,059035342X,10
207973,125519,044023722X,8
208045,125519,155874262X,10
208046,125519,1558743316,10
208047,125519,1558744630,10
208077,125538,1853260169,7
208129,125595,3453071174,7
208130,125595,345307565X,8
208195,125692,042510107X,5
208377,125774,037348397X,7
208409,125774,042513024X,8
208454,125774,051512317X,9
208481,125774,068484267X,10
208513,125774,1573229571,7
208543,125779,082177462X,8
208653,125917,034540288X,5
208774,126127,034540288X,5
208776,126128,1558744290,7
208862,126196,044023722X,5
208903,126196,1400034779,6
208905,126196,155166674X,9
208970,126256,155874262X,5
209009,126296,044023722X,6
209061,126360,006019491X,7
209233,126492,034538475X,7
209235,126492,034539657X,5
209257,126492,042510107X,7
209311,126492,067102423X,10
209336,126492,1880418568,10
209400,126577,155166674X,7
209428,126599,1573229326,6
209586,126680,3257218370,8
209617,126693,043935806X,10
209620,126693,044651652X,10
209626,126693,051512608X,10
209672,126697,059035342X,10
209804,126736,059035342X,5
209806,126736,059048351X,6
209807,126736,059049449X,6
209871,126747,3453007867,7
209872,126747,3453020537,6
209874,126747,3596137306,6
209877,126748,3453864867,5
209881,126756,3426612704,9
209894,126783,044023722X,9
209938,126812,044651652X,1
209943,126812,067102423X,8
210050,126829,043935806X,9
210133,126903,038542471X,7
210195,126941,3630869459,9
210226,126987,3423071516,8
210228,126992,1400034779,10
210423,127129,1558744592,7
210443,127131,1558746463,8
210562,127200,034528643X,5
210564,127200,034530912X,7
210606,127200,059035342X,9
210653,127200,1558744150,9
210682,127203,051512947X,7
210698,127203,1558744630,5
210757,127233,043935806X,8
210843,127282,8440642261,9
210844,127283,3453020537,9
210864,127324,3257224915,10
211031,127367,1558743669,7
211037,127384,037320129X,6
211039,127384,037329168X,7
211063,127389,034539092X,9
211274,127621,044023722X,9
211401,127795,1573229571,9
211481,127831,3502510822,8
211606,127980,1400031362,10
211628,128008,034536676X,8
211712,128048,1400034779,7
211871,128102,1400031362,5
211875,128109,038082101X,5
211898,128119,068487217X,10
211961,128195,1558743669,10
212048,128276,1573227331,5
212068,128307,034536676X,3
212098,128325,1400031354,8
212099,128325,1566192951,8
212158,128332,1400031346,5
212227,128415,044651747X,7
212253,128434,043935806X,10
212268,128434,1853260150,8
212338,128543,1558743316,6
212438,128631,8445071416,7
212553,128696,059035342X,10
212563,128696,068487217X,8
212578,128696,1573228583,7
212614,128732,042513525X,10
212631,128738,051511779X,8
212667,128782,3499150425,1
212820,128835,051737997X,9
212853,128835,067102423X,9
212954,128915,042513525X,10
212981,128938,1573227331,8
213447,129074,059035342X,8
213604,129084,051511779X,8
213608,129084,051513287X,6
213624,129099,1556611536,9
213704,129255,8478884459,8
213908,129373,044651747X,5
213936,129393,1853260002,10
213955,129410,044651652X,7
214009,129465,042516991X,9
214013,129465,042517431X,9
214028,129465,051513628X,7
214200,129505,044023722X,8
214227,129550,059035342X,10
214257,129611,185326024X,8
214331,129690,1558745017,10
214332,129690,1558745157,10
214377,129716,019282760X,9
214398,129716,034538475X,8
214862,129988,1551660598,6
214868,130011,034536743X,3
214884,130049,1558744606,8
214885,130049,1558746986,8
214896,130063,1573229326,5
214959,130166,1558743669,6
215006,130224,034540288X,5
215087,130399,1558743804,5
215141,130465,042511984X,6
215310,130515,042513525X,6
215354,130554,014034294X,7
215455,130554,044808953X,5
215502,130554,067187215X,5
215557,130554,185089907X,7
215743,130581,1558746463,6
215832,130658,038082101X,5
215858,130658,155166674X,2
215905,130705,034540047X,9
215983,130784,051512608X,7
216126,130870,1558744592,9
216146,130899,325721605X,3
216175,130938,3404149181,9
216188,130943,846630259X,7
216203,130950,068487217X,9
216233,130971,1558749217,10
216351,131032,044100007X,9
216534,131126,006093008X,10
216562,131126,8401474663,10
216563,131126,8401474736,9
216574,131126,8425327482,7
216580,131126,8439703988,9
216581,131126,843970660X,8
